Transaction_Id,User_Id,Transaction_Date,Product_Category,Product_Name,Product_Amount,Payment_method,Device_Type,Location
6FA65F97,USER_09293,2023-11-25,Online Shopping,Fitness Tracker,105.71,Debit Card,Android,Urban
F36A0C9B,USER_09356,2023-02-13,Grocery Shopping,Whole Wheat Atta,4221.08,Wallet Balance,Android,Rural
633A3E32,USER_01211,2023-08-07,Water Bill,Commercial Property,2295.87,Credit Card,Android,Urban
7D9BD309,USER_05092,2023-11-04,Movie Ticket,3 Idiots,8092.77,Wallet Balance,Android,Urban
94E2DFB8,USER_05503,2023-05-24,Water Bill,Industrial Use,3452.94,UPI,iOS,Urban
C6D4E992,USER_00955,2023-11-09,Gift Card,Rs. 1000 Shopping Voucher,5727.82,Debit Card,Android,Suburban
DB639F6D,USER_01236,2023-08-19,Gas Bill,Industrial Gas Supply,4173.36,UPI,Android,Rural
4878C717,USER_05946,2023-04-11,Water Bill,Commercial Property,7678.28,Bank Transfer,Android,Rural
57CB2567,USER_04804,2023-01-12,Electricity Bill,Temporary Connection Bill,3409.37,Credit Card,iOS,Urban
9C97B6BA,USER_08442,2023-03-02,Loan Repayment,Home Loan EMI,6517.2,Bank Transfer,Android,Suburban
7F102281,USER_08426,2023-08-13,Internet Bill,Broadband 50Mbps Plan,5616.93,UPI,Android,Urban
0570ADB3,USER_01301,2023-04-18,Rent Payment,Commercial Space Rent,5613.33,Bank Transfer,Android,Urban
1C5C9536,USER_09158,2023-09-13,Movie Ticket,3 Idiots,1917.79,Debit Card,Android,Urban
4D72E167,USER_05317,2023-08-15,Flight Booking,Delhi to Mumbai,2657.28,Wallet Balance,Android,Suburban
43D3322E,USER_03473,2023-06-11,Gift Card,Rs. 500 E-Gift Card,2116.06,Credit Card,iOS,Suburban
8686888F,USER_08180,2023-09-08,Bus Ticket,AC Seater,6089.73,Wallet Balance,iOS,Urban
BF281FD5,USER_01182,2023-12-19,Rent Payment,Commercial Space Rent,6845.55,Debit Card,Web,Suburban
2159339F,USER_04981,2023-09-26,Rent Payment,Commercial Space Rent,481.94,UPI,Web,Rural
8052049B,USER_02007,2023-01-24,Loan Repayment,Business Loan Repayment,2539.47,Debit Card,Android,Urban
47E666B4,USER_09473,2023-06-01,Insurance Premium,Health Insurance,6031.04,Debit Card,Android,Urban
6106685,USER_07701,2023-07-30,Internet Bill,Fiber 100Mbps Plan,6312.8,UPI,Android,Rural
E57E9F44,USER_00226,2023-01-25,Insurance Premium,Motor Insurance,4615.49,UPI,iOS,Suburban
454BEFA5,USER_09730,2023-04-27,Insurance Premium,Home Insurance,8598.67,Wallet Balance,iOS,Urban
F3342E30,USER_03801,2023-12-03,Gas Bill,Piped Natural Gas,1886.89,Credit Card,Android,Suburban
C097CEDB,USER_02832,2023-03-30,Movie Ticket,Dangal,3584.38,UPI,Web,Urban
FDEDB1D8,USER_07507,2023-06-18,Mobile Recharge,Family Plan 999,5779.57,Credit Card,Android,Urban
170D92D7,USER_08710,2023-06-23,Grocery Shopping,Basmati Rice,1003.73,Wallet Balance,iOS,Urban
50C23EF4,USER_08975,2023-08-27,Gift Card,Rs. 2000 Gift Voucher,4488.29,Wallet Balance,iOS,Urban
A4006797,USER_01450,2023-12-30,Mobile Recharge,Data Pack 50GB,1465.47,Debit Card,Web,Urban
9BF579CB,USER_03434,2023-05-04,Streaming Service,Basic Plan,4247.97,Wallet Balance,Android,Suburban
5D9B5DAA,USER_00412,2023-07-24,Gaming Credits,Legendary Weapon,6501.5,Credit Card,Web,Suburban
D84790D6,USER_01197,2023-02-30,Gaming Credits,Battle Pass,3521.03,Credit Card,Android,Urban
C42CB8C8,USER_00745,2023-09-09,Water Bill,Residential Connection,4090.13,Bank Transfer,Android,Urban
E0188864,USER_06173,2023-11-24,Movie Ticket,Dangal,9136.94,Bank Transfer,Android,Urban
B4A977C2,USER_07871,2023-08-16,Movie Ticket,Avengers: Endgame,3381.68,Bank Transfer,Android,Urban
58030B9B,USER_02897,2023-01-19,Gaming Credits,Battle Pass,7962.41,Debit Card,iOS,Rural
8B7C0AB1,USER_05251,2023-10-08,Gaming Credits,Legendary Weapon,5986.04,UPI,Android,Urban
BB2F9D7D,USER_02366,2023-02-27,Gift Card,Rs. 5000 Luxury Card,9566.31,Debit Card,Android,Suburban
9FA5A1DA,USER_04841,2023-03-28,Hotel Booking,Dormitory Bed,5783.29,Bank Transfer,Android,Urban
6BE3C904,USER_04586,2023-01-21,Flight Booking,Chennai to Hyderabad,2914.11,Credit Card,Android,Suburban
4BDB0ADD,USER_01703,2023-09-15,Movie Ticket,PK,3709.92,Credit Card,iOS,Urban
F1909069,USER_00178,2023-01-14,Insurance Premium,Travel Insurance,6841.39,Credit Card,iOS,Urban
6D134531,USER_08552,2023-09-23,Streaming Service,Basic Plan,3101.99,Wallet Balance,Android,Rural
20027CD5,USER_01618,2023-03-15,Insurance Premium,Travel Insurance,3752.87,Wallet Balance,Android,Urban
D1CCEF5E,USER_05490,2023-07-21,Taxi Fare,Rental Package,8759.44,Bank Transfer,iOS,Urban
E27B4D2F,USER_00080,2023-10-16,Food Delivery,Masala Dosa,606.79,Bank Transfer,iOS,Urban
6F6F0462,USER_08018,2023-02-16,Hotel Booking,Deluxe Room,8540.92,UPI,iOS,Urban
2486AF4E,USER_07713,2023-04-09,Flight Booking,Pune to Goa,6807.35,Credit Card,Android,Urban
12FA9D1E,USER_05863,2023-10-11,Rent Payment,1BHK Apartment Rent,4660.49,UPI,iOS,Urban
22FCD89E,USER_02830,2023-03-10,Insurance Premium,Motor Insurance,9200.15,Debit Card,iOS,Urban
5F2C9685,USER_07936,2023-01-08,Hotel Booking,Villa,9045.0,Credit Card,Android,Urban
A09FB356,USER_06093,2023-11-22,Movie Ticket,PK,1066.66,Wallet Balance,iOS,Suburban
D41C53A0,USER_09797,2023-07-27,Loan Repayment,Car Loan Installment,1388.35,Credit Card,Android,Rural
37B1C938,USER_05030,2023-02-21,Insurance Premium,Motor Insurance,8955.68,Wallet Balance,Android,Urban
B75DCF81,USER_04768,2023-04-05,Bus Ticket,AC Seater,2573.06,Bank Transfer,iOS,Suburban
EED4BA35,USER_09741,2023-03-01,Electricity Bill,Industrial Bill,5238.49,Credit Card,Android,Urban
F15560C6,USER_09214,2023-06-20,Gaming Credits,1000 Game Coins,9720.15,Wallet Balance,iOS,Urban
BD8152B7,USER_09613,2023-08-03,Insurance Premium,Home Insurance,3843.57,Credit Card,Android,Rural
2122014B,USER_03284,2023-06-03,Movie Ticket,Baahubali 2,7403.13,Credit Card,Android,Urban
8B648602,USER_04704,2023-11-15,Movie Ticket,3 Idiots,3655.99,Debit Card,Android,Urban
8E7F7327,USER_02795,2023-04-10,Education Fee,IELTS Training,6080.3,Debit Card,Android,Urban
0E71CFDA,USER_07244,2023-01-26,Grocery Shopping,Dairy Milk Chocolate,9186.24,Credit Card,iOS,Urban
5F7A241C,USER_07021,2023-06-14,Mobile Recharge,Postpaid Plan 599,2747.62,Debit Card,Android,Urban
D347A5BB,USER_06855,2023-12-27,Streaming Service,Family Subscription,2594.17,UPI,Android,Urban
1629593D,USER_07312,2023-04-13,Education Fee,Python Programming Course,4950.73,UPI,Web,Suburban
F9D85365,USER_03477,2023-12-23,Rent Payment,Commercial Space Rent,5954.13,Credit Card,Android,Suburban
910B093E,USER_03481,2023-02-06,Bus Ticket,Non-AC Seater,2604.51,Wallet Balance,Android,Urban
09BBD770,USER_02610,2023-10-25,Insurance Premium,Home Insurance,5763.35,Credit Card,Android,Urban
A6267F02,USER_07351,2023-01-14,Food Delivery,Butter Chicken,7935.25,UPI,Android,Urban
11632D5A,USER_05325,2023-02-30,Hotel Booking,Service Apartment,4308.55,Credit Card,Android,Urban
C9274AB8,USER_06142,2023-12-26,Internet Bill,4G Unlimited Plan,6155.6,Wallet Balance,Web,Urban
9951D460,USER_00691,2023-01-23,Water Bill,Borewell Charges,2797.39,Wallet Balance,Android,Urban
454FACD1,USER_07158,2023-01-27,Loan Repayment,Car Loan Installment,1981.44,Wallet Balance,iOS,Urban
B735F195,USER_00150,2023-02-23,Gas Bill,Industrial Gas Supply,4507.64,Bank Transfer,Android,Suburban
5D9F7363,USER_09959,2023-03-11,Online Shopping,Fitness Tracker,4944.25,Bank Transfer,iOS,Urban
3234D281,USER_04232,2023-03-20,Movie Ticket,Dangal,8569.99,UPI,Android,Urban
A178A1AA,USER_03826,2023-05-12,Gift Card,Rs. 250 Coffee Shop Card,3849.45,Bank Transfer,iOS,Rural
226F1A24,USER_04819,2023-10-25,Movie Ticket,Avengers: Endgame,9609.02,Debit Card,Android,Suburban
8CE24B34,USER_08149,2023-04-18,Food Delivery,Pizza Margherita,7674.17,Bank Transfer,Android,Suburban
A7E28DAC,USER_05657,2023-08-26,Loan Repayment,Business Loan Repayment,3311.17,UPI,Android,Urban
E14C49DE,USER_07903,2023-11-25,Movie Ticket,Avengers: Endgame,8066.1,Bank Transfer,Android,Urban
44721507,USER_04140,2023-08-03,Rent Payment,2BHK Flat Deposit,7972.29,UPI,Android,Rural
F0F500EE,USER_04492,2023-01-12,Internet Bill,4G Unlimited Plan,6813.15,Credit Card,iOS,Urban
83532A48,USER_03482,2023-11-07,Internet Bill,Broadband 50Mbps Plan,7816.63,Credit Card,Android,Urban
B71136EF,USER_08964,2023-03-14,Grocery Shopping,Whole Wheat Atta,5522.37,UPI,Android,Urban
B0C5214F,USER_02931,2023-09-03,Movie Ticket,Avengers: Endgame,1624.55,Credit Card,Android,Urban
757560C8,USER_02923,2023-05-23,Education Fee,MBA Entrance Prep,3884.34,Wallet Balance,iOS,Suburban
1F882302,USER_06097,2023-03-17,Bus Ticket,Semi-Sleeper,3630.04,Bank Transfer,Android,Suburban
62A347BE,USER_08383,2023-09-17,Gas Bill,Commercial Gas Connection,1186.89,UPI,Android,Urban
148093CD,USER_09326,2023-08-22,Loan Repayment,Car Loan Installment,910.24,Credit Card,Android,Urban
ADDA4E69,USER_07486,2023-03-24,Gaming Credits,Legendary Weapon,368.27,Bank Transfer,iOS,Urban
342F105A,USER_08258,2023-09-06,Mobile Recharge,Prepaid Plan 399,9034.93,Wallet Balance,iOS,Urban
8783B5C8,USER_07680,2023-01-06,Mobile Recharge,Annual Plan 2999,2752.97,UPI,iOS,Urban
58AE232E,USER_03778,2023-10-17,Gas Bill,Domestic LPG Cylinder,6661.8,UPI,Android,Urban
E81E135B,USER_09926,2023-01-23,Hotel Booking,Service Apartment,9638.15,Wallet Balance,Web,Urban
3F7AE9F2,USER_08966,2023-02-30,Electricity Bill,Temporary Connection Bill,5346.85,Debit Card,Android,Rural
5BCD691F,USER_07563,2023-07-23,Insurance Premium,Home Insurance,8600.79,Bank Transfer,Web,Rural
B62BD7B0,USER_00569,2023-12-01,Rent Payment,2BHK Flat Deposit,2115.56,Debit Card,Android,Urban
D4E91F4E,USER_00498,2023-03-06,Insurance Premium,Home Insurance,5942.36,Bank Transfer,iOS,Urban
521823EA,USER_00403,2023-11-20,Grocery Shopping,Refined Sunflower Oil,136.07,Bank Transfer,Web,Urban
5868CBAE,USER_06029,2023-08-18,Movie Ticket,3 Idiots,8067.4,Wallet Balance,Android,Urban
E09E0A24,USER_07539,2023-03-16,Internet Bill,4G Unlimited Plan,1459.18,Credit Card,Android,Suburban
47C329A9,USER_07248,2023-01-15,Education Fee,IELTS Training,1673.52,Credit Card,iOS,Urban
877DC465,USER_08070,2023-04-28,Online Shopping,Wireless Earbuds,4244.22,Bank Transfer,Android,Rural
DF033E49,USER_01696,2023-12-14,Insurance Premium,Travel Insurance,9245.7,Debit Card,Web,Urban
D068D788,USER_06875,2023-02-12,Electricity Bill,Agricultural Bill,101.66,Wallet Balance,Web,Urban
37C3E3F8,USER_04517,2023-05-12,Insurance Premium,Health Insurance,3871.56,Bank Transfer,Android,Urban
AF1C0DEA,USER_05722,2023-12-06,Loan Repayment,Education Loan EMI,8571.31,UPI,Android,Suburban
074AF9B8,USER_03347,2023-06-08,Education Fee,Digital Marketing Certification,5782.14,UPI,iOS,Urban
5449810F,USER_02200,2023-05-22,Food Delivery,Butter Chicken,1227.28,Bank Transfer,iOS,Urban
53E8B9B7,USER_08936,2023-06-04,Loan Repayment,Education Loan EMI,7622.75,Credit Card,iOS,Urban
F2C40BC9,USER_05308,2023-03-05,Education Fee,MBA Entrance Prep,1221.06,Bank Transfer,iOS,Urban
0354AF9C,USER_05294,2023-09-12,Electricity Bill,Residential Bill,2635.27,Credit Card,iOS,Urban
1B9D90C7,USER_06338,2023-12-07,Hotel Booking,Suite,4142.03,UPI,Android,Rural
53E3FBDA,USER_05856,2023-02-30,Electricity Bill,Temporary Connection Bill,957.98,Credit Card,Android,Urban
7D865F00,USER_05560,2023-11-20,Movie Ticket,Dangal,6204.89,Credit Card,Android,Urban
86616370,USER_08466,2023-11-09,Streaming Service,Standard Plan,3162.98,Wallet Balance,Web,Urban
64FE2C8E,USER_08042,2023-12-25,Water Bill,Residential Connection,6875.21,Debit Card,Android,Rural
50129103,USER_02156,2023-08-12,Loan Repayment,Home Loan EMI,8646.77,Wallet Balance,Android,Urban
E4C553BF,USER_03715,2023-09-05,Loan Repayment,Car Loan Installment,2958.7,UPI,Android,Urban
73AE9719,USER_09509,2023-06-16,Online Shopping,Smart LED TV,2549.25,Credit Card,iOS,Urban
D0D842E0,USER_07736,2023-02-25,Rent Payment,PG Accommodation,6015.61,UPI,Android,Urban
11A43A59,USER_09413,2023-07-28,Internet Bill,Fiber 100Mbps Plan,9361.51,Credit Card,Android,Urban
337B865F,USER_04262,2023-03-10,Grocery Shopping,Whole Wheat Atta,8190.88,UPI,iOS,Suburban
5AF0A35C,USER_06265,2023-12-03,Electricity Bill,Industrial Bill,5242.27,Wallet Balance,Android,Suburban
AEF12881,USER_09652,2023-06-27,Water Bill,Commercial Property,4777.0,Bank Transfer,Android,Urban
5B71AB70,USER_05239,2023-09-14,Flight Booking,Bangalore to Kolkata,4625.36,Credit Card,Android,Urban
12A2CE22,USER_01608,2023-05-20,Internet Bill,Broadband 50Mbps Plan,3546.18,Wallet Balance,Android,Urban
6F3BA961,USER_07596,2023-01-28,Mobile Recharge,Annual Plan 2999,2906.06,Debit Card,Android,Suburban
58492350,USER_06421,2023-07-28,Online Shopping,Smart LED TV,2337.25,UPI,iOS,Urban
648AD372,USER_02268,2023-02-28,Grocery Shopping,Refined Sunflower Oil,1057.66,Credit Card,Android,Urban
B6854BA9,USER_04801,2023-12-17,Gas Bill,Commercial Gas Connection,2423.96,Credit Card,Android,Rural
1239A160,USER_09636,2023-06-12,Mobile Recharge,Prepaid Plan 399,8846.85,Debit Card,Android,Urban
08B1CA3D,USER_09433,2023-11-24,Gift Card,Rs. 2000 Gift Voucher,1393.15,Bank Transfer,iOS,Urban
5585838,USER_06970,2023-04-07,Mobile Recharge,Prepaid Plan 399,4275.27,Debit Card,Android,Urban
F7282827,USER_02448,2023-11-23,Food Delivery,Butter Chicken,1193.02,Credit Card,Android,Urban
DB349A47,USER_06407,2023-07-25,Hotel Booking,Dormitory Bed,236.43,Credit Card,Android,Suburban
CE8130A9,USER_05126,2023-06-17,Food Delivery,Butter Chicken,5310.74,Credit Card,Web,Urban
CDD1A513,USER_03091,2023-02-18,Mobile Recharge,Data Pack 50GB,8026.0,Bank Transfer,Android,Urban
AB9E71E2,USER_08090,2023-12-29,Online Shopping,Smart LED TV,9032.14,Debit Card,iOS,Suburban
115000,USER_00065,2023-03-04,Internet Bill,Fiber 100Mbps Plan,7641.92,UPI,Android,Urban
7F8D7174,USER_01649,2023-12-24,Streaming Service,Premium Plan,5414.56,Wallet Balance,Android,Urban
37FD0D6D,USER_06960,2023-06-11,Gaming Credits,Legendary Weapon,6399.01,Wallet Balance,Android,Urban
41807DF5,USER_04319,2023-06-21,Gaming Credits,Premium Skin,6314.28,Credit Card,iOS,Urban
383AFB10,USER_03481,2023-08-18,Grocery Shopping,Refined Sunflower Oil,7529.19,Bank Transfer,Android,Rural
122F29A3,USER_02404,2023-04-20,Gas Bill,Auto LPG,7030.37,Bank Transfer,iOS,Urban
0C5E396B,USER_06582,2023-11-28,Rent Payment,2BHK Flat Deposit,2703.78,Debit Card,Android,Urban
85AB37EA,USER_07774,2023-07-29,Online Shopping,Steel Toe Shoes,9577.46,Bank Transfer,iOS,Urban
582CCC85,USER_03738,2023-03-30,Internet Bill,Business Internet Plan,1404.73,Bank Transfer,Android,Urban
538ACB5D,USER_03087,2023-10-30,Streaming Service,Basic Plan,4862.75,Debit Card,Android,Suburban
5613C2E9,USER_02803,2023-01-16,Internet Bill,Fiber 100Mbps Plan,7246.6,UPI,iOS,Urban
EB85F027,USER_01136,2023-07-22,Electricity Bill,Industrial Bill,565.51,UPI,iOS,Urban
1E956F20,USER_09587,2023-08-03,Online Shopping,Wireless Earbuds,1600.0,Debit Card,iOS,Urban
C6D0F030,USER_09744,2023-04-18,Flight Booking,Bangalore to Kolkata,6452.03,Wallet Balance,Android,Urban
06DA2F9E,USER_08104,2023-06-24,Mobile Recharge,Postpaid Plan 599,7335.27,Wallet Balance,Android,Urban
DE5F5627,USER_04356,2023-12-01,Education Fee,Python Programming Course,5683.53,UPI,Web,Urban
1FA09CB9,USER_08752,2023-05-10,Gaming Credits,Battle Pass,325.66,Credit Card,Web,Urban
661B4B93,USER_02523,2023-09-05,Grocery Shopping,Whole Wheat Atta,6975.77,Bank Transfer,iOS,Urban
F166EC58,USER_09570,2023-09-09,Water Bill,Commercial Property,4580.01,UPI,Android,Urban
A710D2A3,USER_03788,2023-12-12,Water Bill,Industrial Use,8615.83,Wallet Balance,Web,Urban
E6378C4B,USER_08774,2023-12-08,Bus Ticket,Sleeper Class,3197.25,UPI,Android,Rural
16DC7BE2,USER_01506,2023-12-10,Gas Bill,Industrial Gas Supply,95.13,Credit Card,Android,Urban
D2D9D393,USER_02793,2023-09-10,Gas Bill,Domestic LPG Cylinder,2916.13,Wallet Balance,iOS,Urban
7842F1C8,USER_09632,2023-04-06,Food Delivery,Vegetable Biryani,3876.27,Credit Card,Android,Urban
8B95095C,USER_03945,2023-11-15,Taxi Fare,Share Ride,9269.83,Wallet Balance,iOS,Urban
047F92B5,USER_03371,2023-06-02,Internet Bill,4G Unlimited Plan,7985.52,UPI,Web,Urban
07113D6C,USER_09048,2023-10-01,Gift Card,Rs. 250 Coffee Shop Card,396.23,UPI,Android,Urban
FCD455C9,USER_06572,2023-01-27,Hotel Booking,Villa,1570.09,Bank Transfer,Web,Urban
B168DFD4,USER_01462,2023-06-17,Streaming Service,Student Offer,5877.3,Bank Transfer,Web,Urban
0A9473CC,USER_06519,2023-06-14,Mobile Recharge,Family Plan 999,7192.54,UPI,iOS,Urban
2B3E513F,USER_04696,2023-10-10,Streaming Service,Premium Plan,5443.61,Wallet Balance,Android,Urban
ED17347B,USER_02248,2023-11-23,Bus Ticket,Volvo Multi-Axle,5666.85,Credit Card,Web,Rural
C1433A96,USER_02313,2023-03-09,Gas Bill,Piped Natural Gas,5370.4,Credit Card,iOS,Urban
D47A9907,USER_09346,2023-05-06,Internet Bill,Business Internet Plan,4968.01,Debit Card,Web,Urban
0E19AA1F,USER_01543,2023-12-06,Water Bill,Commercial Property,7151.22,Wallet Balance,Android,Urban
4EF09083,USER_00185,2023-09-06,Gaming Credits,Premium Skin,7065.83,Wallet Balance,iOS,Urban
275AB40F,USER_04809,2023-06-18,Water Bill,Industrial Use,5700.13,Credit Card,Android,Urban
113347CC,USER_01201,2023-12-26,Movie Ticket,PK,6943.34,Debit Card,Android,Urban
FB2031B9,USER_03575,2023-04-25,Internet Bill,Student Special Plan,5639.88,Bank Transfer,Android,Suburban
C94CB109,USER_05615,2023-07-03,Taxi Fare,Airport Transfer,7630.02,UPI,Android,Urban
D5599D0C,USER_01322,2023-12-26,Gas Bill,Commercial Gas Connection,6750.86,Bank Transfer,Android,Urban
61201D4D,USER_01370,2023-06-15,Hotel Booking,Service Apartment,5619.74,Bank Transfer,iOS,Urban
4A93784D,USER_03647,2023-06-21,Water Bill,Industrial Use,7839.39,UPI,iOS,Urban
C7E9E5F5,USER_03105,2023-09-16,Electricity Bill,Temporary Connection Bill,4383.88,UPI,Android,Urban
0A54A002,USER_03997,2023-06-20,Food Delivery,Masala Dosa,8247.91,Debit Card,Android,Suburban
1E7CF043,USER_08620,2023-10-24,Water Bill,Residential Connection,3843.43,Bank Transfer,Android,Urban
97D4ED84,USER_00585,2023-11-13,Online Shopping,Fitness Tracker,9196.94,UPI,iOS,Suburban
EF72D2B6,USER_00534,2023-05-06,Education Fee,IELTS Training,6198.02,UPI,Android,Urban
C884BD80,USER_08104,2023-06-17,Electricity Bill,Commercial Bill,2359.03,Credit Card,Android,Urban
7B02D8BB,USER_02822,2023-07-04,Hotel Booking,Service Apartment,352.2,Bank Transfer,iOS,Urban
8186C4D3,USER_01142,2023-05-01,Water Bill,Commercial Property,3432.25,Credit Card,iOS,Urban
34FA18FD,USER_02419,2023-09-11,Streaming Service,Premium Plan,1903.29,Credit Card,Android,Urban
E190181A,USER_08054,2023-02-12,Taxi Fare,Airport Transfer,9303.77,Bank Transfer,Android,Rural
2D28C20B,USER_02647,2023-05-23,Hotel Booking,Dormitory Bed,3294.33,Debit Card,Android,Urban
D7888778,USER_05075,2023-12-27,Loan Repayment,Education Loan EMI,1199.89,UPI,Android,Suburban
566BEE18,USER_05795,2023-04-04,Movie Ticket,PK,7568.53,Bank Transfer,Android,Suburban
BBDB3B89,USER_00511,2023-02-05,Loan Repayment,Business Loan Repayment,9152.26,Credit Card,Android,Urban
F051580B,USER_05447,2023-08-16,Gas Bill,Auto LPG,9257.38,Wallet Balance,Android,Urban
F921960D,USER_05231,2023-12-24,Grocery Shopping,Whole Wheat Atta,818.6,Wallet Balance,Android,Suburban
BA3B2737,USER_01592,2023-05-01,Electricity Bill,Commercial Bill,4064.46,Debit Card,Android,Urban
E017ACE5,USER_06052,2023-10-12,Water Bill,Industrial Use,651.28,Bank Transfer,Android,Rural
CDEC0654,USER_06994,2023-03-30,Mobile Recharge,Data Pack 50GB,6970.85,Debit Card,Android,Urban
A9E4A49C,USER_03021,2023-10-27,Grocery Shopping,Whole Wheat Atta,6475.62,Wallet Balance,Web,Urban
BE3EBC51,USER_00190,2023-02-30,Movie Ticket,Baahubali 2,841.88,Bank Transfer,Android,Suburban
CB65B473,USER_07544,2023-02-03,Gift Card,Rs. 250 Coffee Shop Card,6618.8,Debit Card,Android,Urban
8355074F,USER_06404,2023-11-03,Insurance Premium,Health Insurance,8460.54,UPI,Android,Suburban
3D78EBED,USER_00590,2023-07-21,Bus Ticket,Semi-Sleeper,2396.13,Credit Card,Android,Urban
A2861125,USER_00581,2023-10-24,Movie Ticket,Avengers: Endgame,6665.29,Credit Card,Android,Urban
35FD9C04,USER_06308,2023-05-30,Movie Ticket,Dangal,4846.33,Debit Card,Android,Urban
6B050C1F,USER_07049,2023-03-25,Hotel Booking,Service Apartment,4345.77,Wallet Balance,iOS,Urban
5C9BF544,USER_04225,2023-10-17,Gas Bill,Auto LPG,712.6,UPI,Web,Suburban
3C0400A4,USER_08074,2023-08-05,Food Delivery,Butter Chicken,7489.64,Wallet Balance,Android,Urban
02791D78,USER_07269,2023-06-08,Taxi Fare,Airport Transfer,1545.46,Bank Transfer,Android,Urban
5FE20B58,USER_01293,2023-04-07,Insurance Premium,Motor Insurance,41.21,Wallet Balance,Android,Suburban
0CD126E8,USER_06669,2023-02-06,Gaming Credits,Premium Skin,1401.39,Credit Card,Android,Suburban
CE89BD01,USER_04001,2023-01-06,Gas Bill,Industrial Gas Supply,4479.64,Bank Transfer,Android,Suburban
BAAC8EF5,USER_02712,2023-02-29,Bus Ticket,AC Seater,4365.13,Debit Card,iOS,Urban
597BBA18,USER_08771,2023-04-21,Gift Card,Rs. 5000 Luxury Card,3109.27,UPI,Android,Urban
F3D2805C,USER_03412,2023-04-11,Bus Ticket,Sleeper Class,1610.93,UPI,Android,Urban
B54F1A05,USER_04627,2023-06-22,Food Delivery,Vegetable Biryani,7122.0,Credit Card,iOS,Urban
9FE76169,USER_00449,2023-01-03,Online Shopping,Steel Toe Shoes,1069.99,Bank Transfer,iOS,Rural
43E3238E,USER_07451,2023-01-19,Water Bill,Tanker Supply,1676.46,Credit Card,iOS,Urban
71BF3572,USER_01664,2023-12-24,Bus Ticket,Volvo Multi-Axle,8416.09,Bank Transfer,Android,Urban
C3F93163,USER_00329,2023-04-12,Taxi Fare,City Ride,2424.38,Wallet Balance,Android,Urban
63E1CCDB,USER_03118,2023-04-01,Rent Payment,Commercial Space Rent,1639.77,Wallet Balance,iOS,Urban
0FB62864,USER_09097,2023-02-27,Mobile Recharge,Prepaid Plan 399,7244.35,Credit Card,Android,Urban
0491E428,USER_03945,2023-08-01,Water Bill,Commercial Property,302.88,Credit Card,iOS,Urban
7CC0E519,USER_03871,2023-10-23,Taxi Fare,Rental Package,1422.18,Bank Transfer,iOS,Urban
FC729A0E,USER_00001,2023-01-02,Grocery Shopping,Dairy Milk Chocolate,5810.65,Bank Transfer,iOS,Urban
DA2C3637,USER_02733,2023-12-04,Water Bill,Residential Connection,4771.31,Wallet Balance,Android,Suburban
B028B012,USER_02571,2023-10-29,Insurance Premium,Home Insurance,8853.32,UPI,Android,Urban
DC18B036,USER_00561,2023-03-11,Food Delivery,Butter Chicken,7156.55,UPI,Android,Urban
C4D8E98E,USER_06414,2023-02-09,Electricity Bill,Temporary Connection Bill,264.54,Bank Transfer,Android,Urban
967BD566,USER_06628,2023-04-22,Rent Payment,Commercial Space Rent,3743.95,Debit Card,Android,Urban
CAFE48D2,USER_01928,2023-02-04,Loan Repayment,Business Loan Repayment,1378.38,UPI,iOS,Urban
54EDB081,USER_02322,2023-05-28,Streaming Service,Student Offer,334.14,Debit Card,Android,Urban
8E3BB3CA,USER_01269,2023-10-17,Grocery Shopping,Dairy Milk Chocolate,4666.0,Wallet Balance,Web,Urban
E2B5D1B5,USER_09218,2023-09-05,Hotel Booking,Suite,2207.32,Wallet Balance,iOS,Rural
0E150396,USER_03648,2023-05-07,Gas Bill,Industrial Gas Supply,1161.77,Debit Card,iOS,Suburban
8B6AD284,USER_08129,2023-09-20,Streaming Service,Family Subscription,3649.6,Debit Card,Android,Urban
7D23FD49,USER_01768,2023-02-02,Mobile Recharge,Family Plan 999,7490.86,Credit Card,Android,Urban
83DC4FBE,USER_03626,2023-11-12,Rent Payment,Co-working Space,2099.85,Credit Card,iOS,Urban
D0038EAB,USER_05741,2023-03-24,Bus Ticket,AC Seater,1361.64,Bank Transfer,iOS,Urban
36755ED6,USER_08708,2023-07-20,Internet Bill,Student Special Plan,6210.88,Credit Card,iOS,Urban
0FE1AFAA,USER_02162,2023-02-03,Loan Repayment,Home Loan EMI,6624.61,Credit Card,iOS,Urban
53CB905A,USER_08899,2023-07-12,Electricity Bill,Residential Bill,4491.06,Wallet Balance,Android,Urban
E6C694CC,USER_03206,2023-03-30,Grocery Shopping,Basmati Rice,519.0,Credit Card,iOS,Suburban
C2282DE4,USER_01346,2023-07-22,Rent Payment,PG Accommodation,408.88,Credit Card,Android,Urban
2DE8EE5D,USER_06756,2023-01-23,Rent Payment,2BHK Flat Deposit,9268.66,Credit Card,Android,Urban
2AC1828A,USER_09230,2023-09-28,Gift Card,Rs. 250 Coffee Shop Card,3246.04,UPI,Android,Urban
E0D35240,USER_07266,2023-06-21,Water Bill,Tanker Supply,189.99,Debit Card,iOS,Suburban
065C2785,USER_02501,2023-06-24,Streaming Service,Student Offer,7382.48,Wallet Balance,Android,Urban
502DB87F,USER_02125,2023-02-29,Grocery Shopping,Whole Wheat Atta,8073.57,UPI,Android,Urban
FF352F4F,USER_08864,2023-12-16,Rent Payment,Co-working Space,947.05,UPI,Android,Suburban
